Date;Ouverture;Plus_Haut;Plus_Bas;Cloture;Volume_Titres;Volume_FCFA;Variation_Pct
2020-11-13;81,8;81,8;81,8;81,8;0;0,0;-0,21
2020-11-16;81,8;81,8;81,8;81,8;0;0,0;0,0
2020-11-17;78,72;78,72;78,72;78,72;0;0,0;-3,77
2020-11-18;77,58;77,58;77,58;77,58;0;0,0;-1,45
2020-11-19;76,16;76,16;76,16;76,16;0;0,0;-1,83
2020-11-20;76,48;76,48;76,48;76,48;0;0,0;0,42
2020-11-23;77,64;77,64;77,64;77,64;0;0,0;1,52
2020-11-24;78,64;78,64;78,64;78,64;0;0,0;1,29
2020-11-25;79,07;79,07;79,07;79,07;0;0,0;0,55
2020-11-26;78,77;78,77;78,77;78,77;0;0,0;-0,38
2020-11-27;79,11;79,11;79,11;79,11;0;0,0;0,43
2020-11-30;77,48;77,48;77,48;77,48;0;0,0;-2,06
2020-12-01;77,48;77,48;77,48;77,48;0;0,0;0,0
2020-12-02;79,3;79,3;79,3;79,3;0;0,0;2,35
2020-12-03;80,94;80,94;80,94;80,94;0;0,0;2,07
2020-12-04;82,37;82,37;82,37;82,37;0;0,0;1,77
2020-12-07;81,66;81,66;81,66;81,66;0;0,0;-0,86
2020-12-08;81,56;81,56;81,56;81,56;0;0,0;-0,12
2020-12-09;81,17;81,17;81,17;81,17;0;0,0;-0,48
2020-12-10;82,04;82,04;82,04;82,04;0;0,0;1,07
2020-12-11;81,52;81,52;81,52;81,52;0;0,0;-0,63
2020-12-14;82,75;82,75;82,75;82,75;0;0,0;1,51
2020-12-15;82,04;82,04;82,04;82,04;0;0,0;-0,86
2020-12-16;83,57;83,57;83,57;83,57;0;0,0;1,86
2020-12-17;84,63;84,63;84,63;84,63;0;0,0;1,27
2020-12-18;86,22;86,22;86,22;86,22;0;0,0;1,88
2020-12-21;86,38;86,38;86,38;86,38;0;0,0;0,19
2020-12-22;86,38;86,38;86,38;86,38;0;0,0;0,0
2020-12-23;87,77;87,77;87,77;87,77;0;0,0;1,61
2020-12-24;85,97;85,97;85,97;85,97;0;0,0;-2,05
2020-12-25;85,97;85,97;85,97;85,97;0;0,0;0,0
2020-12-28;84,49;84,49;84,49;84,49;0;0,0;-1,72
2020-12-29;85,77;85,77;85,77;85,77;0;0,0;1,51
2020-12-30;84,23;84,23;84,23;84,23;0;0,0;-1,8
2020-12-31;86,54;86,54;86,54;86,54;0;0,0;2,74
2021-01-04;85,65;85,65;85,65;85,65;0;0,0;-1,03
2021-01-05;86,04;86,04;86,04;86,04;0;0,0;0,46
2021-01-06;85,22;85,22;85,22;85,22;0;0,0;-0,95
2021-01-07;85,08;85,08;85,08;85,08;0;0,0;-0,16
2021-01-08;84,48;84,48;84,48;84,48;0;0,0;-0,71
